月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
2025-07-22,前段,65.32,227,60.65,待確認,研發,永利,150
2025-06-19,前段,79.35,38,27.38,,製造,捷欣,135
2025-07-03,完成,21.49,214,54.58,待確認,營運,東昇,232
2025-07-23,前段,35.75,169,69.62,,資材,捷欣,17
2025-07-06,前段,27.96,33,56.88,,品保,力鋼,106
2025-06-12,前段,32.69,141,58.56,待確認,資材,順發,111
2025-06-18,中段,24.15,203,7.22,,品保,力鋼,91
2025-07-11,中段,22.38,215,8.16,已回報,研發,捷欣,144
2025-06-10,中段,40.87,58,11.57,,資材,捷欣,42
2025-06-11,中段,89.23,197,28.32,,製造,東昇,58
2025-07-17,完成,67.15,52,18.29,,研發,東昇,170
2025-07-20,後段,71.95,215,55.47,,製造,力鋼,220
2025-06-08,完成,59.44,185,79.4,,品保,捷欣,49
2025-07-14,中段,13.82,200,62.02,,資材,大宏,107
2025-07-23,完成,62.61,37,7.13,,資材,力鋼,170
2025-07-09,前段,2.57,62,54.49,,營運,力鋼,51
2025-06-14,前段,1.42,163,64.99,,營運,永利,173
2025-07-18,中段,13.91,40,66.01,,資材,順發,223
2025-06-26,中段,18.57,117,96.12,,製造,力鋼,74
2025-07-17,後段,44.89,239,62.89,,資材,永利,196
2025-06-28,完成,9.71,201,16.16,待確認,品保,東昇,207
2025-06-11,中段,76.64,179,83.14,已回報,資材,力鋼,162
2025-07-27,中段,10.53,35,38.13,待確認,品保,順發,149
2025-07-10,完成,47.15,164,68.04,,製造,力鋼,87
2025-07-27,中段,29.57,70,62.57,已回報,營運,捷欣,81
2025-07-14,後段,74.17,134,31.85,,營運,大宏,209
2025-07-13,後段,11.64,157,1.8,待確認,品保,永利,151
2025-06-22,中段,60.1,213,78.49,待確認,研發,捷欣,116
2025-06-01,中段,51.14,91,74.5,,研發,大宏,24
2025-06-03,完成,9.1,222,49.33,待確認,品保,東昇,10
2025-06-19,前段,12.99,74,63.13,已回報,品保,力鋼,20
2025-07-13,後段,58.52,1,9.34,,資材,捷欣,71
2025-07-01,中段,4.34,222,72.27,,資材,大宏,208
2025-07-22,完成,83.86,64,2.99,,製造,捷欣,137
2025-07-17,完成,49.09,82,36.65,待確認,研發,東昇,110
2025-07-07,後段,19.03,110,43.96,,研發,永利,238
2025-06-28,後段,89.04,217,64.13,,製造,順發,239
2025-07-11,中段,75.71,78,13.57,已回報,品保,捷欣,23
2025-06-29,完成,80.77,63,51.0,已回報,營運,大宏,94
2025-07-08,前段,19.6,19,9.74,,資材,東昇,130
2025-07-08,後段,29.34,84,66.06,待確認,品保,力鋼,48
2025-06-02,前段,17.35,170,66.34,,品保,永利,233
2025-06-18,中段,9.86,205,12.73,已回報,製造,捷欣,36
2025-06-14,完成,61.54,6,61.77,已回報,品保,永利,102
2025-06-18,前段,65.04,130,1.64,,研發,大宏,21
2025-06-10,完成,60.87,58,93.66,,研發,力鋼,47
2025-06-02,中段,77.01,59,92.95,,製造,永利,144
2025-06-01,後段,4.41,87,46.24,,研發,東昇,208
2025-07-07,後段,0.26,40,76.42,已回報,品保,永利,200
2025-07-05,完成,46.89,102,80.11,已回報,營運,捷欣,104
2025-07-09,後段,59.15,132,17.86,,營運,永利,222
2025-07-28,中段,89.82,154,79.09,已回報,品保,力鋼,226
2025-07-30,前段,74.73,15,47.7,,研發,東昇,4
2025-06-15,後段,73.22,151,14.61,待確認,資材,大宏,134
2025-07-03,前段,91.53,16,24.96,待確認,品保,捷欣,83
2025-07-24,後段,58.97,134,90.54,,研發,大宏,217
2025-06-28,中段,1.96,29,56.1,待確認,品保,順發,17
2025-06-02,完成,86.64,45,45.75,,資材,東昇,211
2025-06-09,後段,55.75,239,83.09,已回報,研發,順發,230
2025-06-01,後段,0.71,101,66.98,,製造,力鋼,22
2025-06-10,完成,25.69,125,48.68,,營運,力鋼,70
2025-07-01,完成,10.74,59,94.77,,製造,東昇,221
2025-07-16,前段,95.24,157,81.61,,營運,大宏,156
2025-06-01,後段,55.1,116,85.11,,品保,順發,236
2025-07-17,完成,73.45,160,70.73,,資材,東昇,220
2025-07-06,後段,11.95,192,6.23,待確認,製造,捷欣,145
2025-06-06,中段,1.73,132,70.2,,資材,大宏,76
2025-06-13,後段,52.34,52,7.08,待確認,研發,永利,13
2025-07-28,完成,59.51,113,50.86,,營運,順發,88
2025-06-30,完成,79.44,201,93.67,已回報,資材,順發,195
2025-06-15,完成,90.95,121,9.85,,品保,東昇,45
2025-06-11,中段,84.36,133,45.94,已回報,製造,大宏,41
2025-06-13,完成,11.98,170,67.15,,研發,永利,44
2025-07-01,中段,25.84,105,18.15,,研發,力鋼,38
2025-06-12,完成,54.02,127,58.51,已回報,製造,捷欣,114
2025-07-15,後段,57.43,113,2.6,,資材,永利,101
2025-06-20,中段,75.91,169,80.99,,營運,順發,21
2025-07-13,後段,25.61,43,40.08,待確認,研發,東昇,164
2025-06-17,後段,91.38,62,1.09,,研發,大宏,110
2025-07-09,前段,22.47,169,29.74,,品保,永利,99
2025-07-06,前段,88.64,117,76.11,,品保,順發,35
2025-06-30,前段,86.45,95,55.27,,品保,順發,234
2025-06-05,後段,88.88,64,62.59,,品保,力鋼,119
2025-07-03,完成,4.67,57,36.19,,營運,順發,189
2025-06-20,中段,65.22,100,28.9,,營運,永利,36
2025-07-13,中段,4.28,29,90.33,待確認,營運,大宏,160
2025-06-30,後段,49.02,7,80.49,,營運,力鋼,217
2025-07-03,中段,51.02,146,66.41,,品保,永利,107
2025-06-10,後段,65.33,217,16.19,待確認,製造,永利,33
2025-06-07,前段,31.19,190,58.58,,研發,捷欣,67
2025-07-19,完成,89.64,82,55.71,,製造,東昇,204
2025-07-13,後段,12.28,119,57.86,已回報,營運,東昇,27
2025-06-20,完成,53.2,161,94.34,,品保,順發,53
2025-07-20,完成,9.86,190,56.63,,品保,捷欣,159
2025-06-20,後段,39.94,123,19.36,,研發,東昇,222
2025-06-08,後段,8.15,38,95.95,,研發,永利,129
2025-06-27,中段,80.92,225,38.54,已回報,製造,力鋼,41
2025-06-08,後段,24.43,233,8.2,,製造,順發,183
2025-07-16,中段,92.44,172,60.07,,資材,順發,52
2025-07-16,完成,29.36,74,66.38,已回報,製造,東昇,2
2025-06-08,後段,10.6,187,32.15,,資材,永利,195
2025-07-17,後段,86.5,175,4.03,已回報,資材,永利,3
2025-07-25,後段,65.23,162,50.21,,營運,東昇,196
2025-06-02,後段,74.34,15,5.26,,研發,順發,217
2025-06-28,完成,66.07,10,2.67,,研發,捷欣,171
2025-07-15,前段,24.3,149,10.75,,營運,順發,81
2025-07-15,後段,83.96,91,84.89,待確認,品保,永利,37
2025-07-10,前段,57.07,239,83.52,,資材,捷欣,46
2025-06-14,後段,23.92,227,88.62,待確認,品保,順發,100
2025-06-02,後段,49.49,87,65.2,,研發,力鋼,223
2025-07-09,後段,71.31,68,29.66,,資材,捷欣,8
2025-06-29,前段,72.67,231,59.92,待確認,資材,力鋼,106
2025-06-29,前段,62.65,177,20.55,待確認,品保,捷欣,35
2025-07-14,中段,16.31,216,10.86,,資材,力鋼,210
2025-07-12,後段,72.68,89,88.33,,營運,大宏,72
2025-06-01,前段,63.34,18,26.1,已回報,營運,捷欣,97
2025-06-16,中段,43.16,169,20.28,,研發,大宏,60
2025-06-03,前段,56.52,95,23.13,待確認,資材,力鋼,24
2025-07-15,後段,4.33,36,60.88,已回報,營運,捷欣,164
2025-07-08,後段,79.52,147,13.96,,製造,順發,92
2025-07-18,後段,50.6,158,53.91,,資材,永利,74
2025-07-24,後段,96.18,145,77.74,,研發,永利,23
2025-06-18,完成,61.39,46,73.61,待確認,品保,永利,230
2025-07-15,後段,65.58,84,50.76,已回報,營運,大宏,100
2025-06-10,完成,81.53,67,43.61,,品保,順發,227
2025-06-09,後段,49.49,120,38.86,待確認,資材,永利,143
2025-07-30,後段,47.36,153,72.67,待確認,營運,永利,179
2025-06-22,中段,41.06,39,92.99,,研發,捷欣,26
2025-07-12,完成,20.49,98,16.07,,製造,捷欣,77
2025-06-06,完成,93.21,204,17.33,,製造,力鋼,240
2025-07-04,前段,8.88,140,88.18,已回報,資材,永利,70
2025-06-23,完成,18.24,92,67.74,,營運,大宏,132
2025-07-01,中段,36.49,50,96.5,,資材,大宏,105
2025-06-16,前段,6.94,42,28.72,,營運,東昇,87
2025-06-18,前段,60.01,46,75.89,已回報,研發,大宏,102
2025-06-16,完成,15.93,69,73.27,已回報,資材,捷欣,84
2025-07-09,完成,42.46,98,43.62,待確認,營運,東昇,190
2025-06-07,前段,53.99,28,68.72,待確認,研發,永利,208
2025-07-10,中段,62.05,176,80.29,,研發,順發,45
2025-06-04,前段,59.01,230,64.43,已回報,資材,捷欣,134
2025-06-26,中段,36.2,234,55.28,待確認,營運,永利,232
2025-07-27,後段,87.3,60,85.91,,營運,東昇,61
2025-07-13,中段,22.59,91,13.64,,品保,力鋼,229
2025-07-26,前段,75.3,222,50.39,待確認,研發,力鋼,61
2025-06-27,完成,46.74,69,88.93,待確認,製造,永利,67
2025-07-15,前段,43.78,82,36.54,待確認,研發,順發,185
2025-07-01,完成,81.49,16,43.35,待確認,製造,永利,210
2025-06-24,中段,64.43,175,75.21,,品保,捷欣,227
2025-07-19,完成,61.4,225,95.89,已回報,研發,順發,112
2025-07-12,中段,59.18,175,33.39,已回報,品保,捷欣,214
2025-06-18,前段,42.98,168,39.65,待確認,品保,大宏,89
2025-07-03,後段,94.49,85,86.32,待確認,品保,順發,217
2025-06-12,中段,13.87,169,89.03,待確認,品保,捷欣,200
2025-06-12,完成,97.08,16,47.63,已回報,製造,東昇,111
2025-06-22,中段,13.88,36,28.16,,製造,捷欣,12
2025-07-10,中段,26.15,155,37.06,,資材,永利,67
2025-07-09,完成,59.73,188,11.51,,營運,捷欣,96
2025-07-20,中段,21.33,86,0.83,已回報,製造,大宏,229
2025-07-09,前段,67.17,89,67.78,,研發,力鋼,19
2025-06-20,完成,86.23,141,67.47,,製造,順發,122
2025-07-19,前段,31.5,112,24.33,,製造,捷欣,32
2025-07-02,中段,48.18,21,9.97,已回報,製造,永利,145
2025-07-05,完成,83.65,62,94.99,已回報,品保,大宏,174
2025-06-08,後段,58.89,213,24.74,待確認,製造,順發,69
2025-07-07,後段,54.32,69,68.36,,品保,力鋼,207
2025-06-10,後段,81.4,191,79.24,,營運,東昇,40
2025-06-01,前段,75.54,94,34.92,待確認,研發,永利,180
2025-06-22,完成,79.74,87,25.84,,資材,順發,213
2025-07-03,後段,68.96,181,54.35,待確認,製造,力鋼,72
2025-07-04,中段,6.44,24,23.15,,研發,永利,49
2025-06-29,完成,41.49,73,10.08,,資材,東昇,8
2025-06-05,前段,1.36,114,41.08,已回報,研發,大宏,43
2025-07-05,中段,21.77,235,64.36,待確認,製造,大宏,71
2025-06-27,完成,96.37,200,0.32,,品保,永利,155
2025-07-08,前段,72.97,198,52.51,,製造,捷欣,132
2025-06-03,完成,60.77,47,58.61,,資材,東昇,160
2025-06-01,前段,80.8,94,50.6,,品保,力鋼,102
2025-07-02,完成,74.26,135,52.66,待確認,資材,大宏,138
2025-07-15,完成,5.35,157,76.72,待確認,研發,力鋼,135
2025-06-04,後段,60.39,121,42.15,,品保,順發,150
2025-06-27,完成,88.56,1,52.89,,研發,大宏,164
2025-07-25,後段,72.38,168,6.97,待確認,製造,捷欣,197
2025-07-06,前段,4.14,229,82.79,,研發,永利,193
2025-06-20,後段,36.54,132,8.2,待確認,研發,大宏,114
2025-06-08,中段,32.98,225,31.42,,品保,力鋼,184
2025-07-11,中段,29.08,204,84.4,待確認,品保,永利,188
2025-06-19,前段,83.7,117,14.63,,研發,永利,62
2025-06-13,前段,41.63,114,72.63,已回報,品保,大宏,203
2025-06-18,後段,92.24,17,93.95,,品保,力鋼,229
2025-07-30,完成,94.24,11,92.43,待確認,資材,大宏,202
2025-06-14,中段,89.3,207,82.38,已回報,製造,永利,67
2025-07-02,完成,34.02,206,63.0,,營運,永利,225
2025-06-17,前段,44.7,11,83.43,,品保,大宏,121
2025-06-14,中段,17.14,60,20.26,,營運,大宏,32
2025-07-30,前段,84.26,148,69.68,,品保,永利,188
2025-06-09,後段,34.13,176,41.76,,營運,東昇,85
2025-06-20,前段,17.14,72,63.22,已回報,資材,大宏,121
2025-07-02,前段,36.05,53,26.5,,研發,捷欣,219
2025-07-28,中段,44.73,47,88.8,待確認,製造,順發,76
2025-06-20,完成,61.09,122,84.86,,研發,永利,87
2025-06-27,完成,95.55,127,21.04,待確認,資材,順發,191
2025-06-29,完成,21.5,156,49.49,,研發,力鋼,39
2025-07-23,前段,51.77,92,20.18,待確認,製造,捷欣,152
2025-07-18,前段,73.05,26,35.77,,品保,順發,11
2025-06-21,完成,7.62,163,4.15,,製造,捷欣,149
2025-07-28,後段,84.35,9,91.2,,研發,大宏,74
2025-07-09,後段,46.33,163,35.55,,資材,順發,238
2025-06-22,中段,60.74,2,6.01,,資材,捷欣,54
2025-07-22,完成,97.81,234,27.7,,品保,東昇,141
2025-07-12,中段,16.56,191,47.78,,製造,大宏,69
2025-07-20,中段,31.88,215,90.02,,製造,大宏,213
2025-06-13,完成,28.22,119,80.08,,資材,順發,175
2025-07-29,中段,9.0,234,47.84,已回報,研發,永利,68
2025-07-23,後段,94.7,80,59.09,待確認,營運,東昇,184
2025-06-01,完成,94.35,209,96.22,,資材,順發,2
2025-06-10,中段,83.73,175,48.76,已回報,研發,力鋼,50
2025-07-09,前段,72.25,158,4.21,已回報,營運,捷欣,183
2025-07-01,中段,9.99,3,49.26,,資材,力鋼,93
2025-07-09,前段,65.18,166,65.62,已回報,營運,大宏,25
2025-07-15,中段,53.79,67,91.1,已回報,營運,大宏,79
2025-06-27,完成,67.62,189,72.0,已回報,製造,永利,31
2025-06-04,中段,34.92,63,26.98,,營運,順發,90
2025-07-20,前段,62.28,196,80.07,已回報,營運,永利,148
2025-07-03,完成,22.25,199,38.52,,品保,永利,112
2025-06-26,前段,28.21,89,8.92,,研發,捷欣,63
2025-06-22,前段,50.59,228,85.01,待確認,研發,順發,210
2025-06-19,前段,90.92,199,12.18,待確認,營運,大宏,48
2025-07-04,中段,78.93,92,16.72,,品保,力鋼,42
2025-07-22,前段,36.86,229,29.29,,製造,東昇,165
2025-06-18,後段,44.76,153,75.17,,製造,捷欣,97
2025-07-27,前段,82.32,201,0.7,,資材,東昇,145
2025-06-07,中段,68.63,218,59.01,已回報,品保,永利,102
2025-06-05,後段,88.21,216,84.73,,製造,力鋼,148
2025-07-07,後段,78.42,221,35.34,,資材,大宏,110
2025-06-14,完成,14.3,62,81.42,已回報,研發,永利,26
2025-06-16,後段,67.34,159,14.5,,品保,大宏,11
2025-06-28,完成,35.25,63,79.28,已回報,研發,力鋼,140
2025-07-18,完成,93.99,58,53.8,待確認,營運,東昇,144
2025-06-24,中段,29.28,201,44.69,待確認,營運,大宏,188
2025-07-05,完成,67.07,89,68.21,,品保,順發,141
2025-06-14,前段,31.02,36,33.3,,品保,東昇,232
2025-07-24,後段,22.62,8,76.79,,品保,永利,44
2025-07-01,完成,32.46,28,31.4,,營運,大宏,102
2025-07-10,前段,44.64,184,38.07,,營運,永利,147
2025-07-13,後段,41.76,137,14.06,,品保,永利,177
2025-06-07,中段,25.2,51,50.29,待確認,營運,永利,142
2025-07-06,中段,65.88,129,49.43,,製造,大宏,157
2025-07-25,後段,63.27,161,97.69,,營運,大宏,209
2025-07-25,中段,41.18,107,79.72,已回報,品保,力鋼,46
2025-06-09,完成,55.86,59,37.91,,資材,永利,123
2025-06-02,後段,66.76,192,3.44,已回報,研發,東昇,223
2025-06-28,前段,44.34,193,69.08,,研發,永利,141
2025-07-07,中段,28.32,88,14.56,,研發,順發,145
2025-07-21,前段,53.3,190,37.92,待確認,品保,永利,28
2025-07-08,完成,87.17,233,62.47,,製造,東昇,30
