月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
0626,後段,51.79,51,85.98,待確認,資材,大宏,238
2026/6/20,後段,45.11,180,32.72,,研發,力鋼,34
0712,中段,71.89,196,51.37,待確認,品保,東昇,46
0611,前段,12.63,,86.86,,品保,力鋼,22
7月27日,中段,51.41,,41.45,,品保,大宏,8
0719,中段,30.69,136,40.07,待確認,研發,捷欣,55
2026/7/25,後段,80.06,188,46.11,,製造,捷欣,151
2026/6/9,完成,2.22,13,62.35,,製造,永利,16
6月7日,後段,53.06,169,18.94,待確認,品保,大宏,84
7月9日,前段,54.85,208,1.26,,研發,順發,85
7月24日,後段,2.85,221,58.96,,研發,永利,64
0614,後段,10.02,38,60.52,,品保,東昇,147
2026/6/9,前段,68.31,61,90.53,已回報,資材,永利,133
0717,中段,91.43,201,2.33,待確認,研發,東昇,222
0721,中段,61.99,,6.31,已回報,資材,順發,21
0725,後段,75.96,,40.8,已回報,品保,東昇,231
2026/7/29,中段,27.64,138,88.91,,資材,力鋼,60
2026/6/16,後段,79.24,159,65.54,待確認,品保,永利,8
7月9日,完成,20.75,3,88.56,,品保,力鋼,15
6月7日,中段,93.41,150,26.45,待確認,資材,大宏,156
0624,中段,77.45,,18.89,待確認,資材,力鋼,123
6月27日,後段,36.68,134,59.0,待確認,研發,大宏,87
0726,後段,95.32,,45.64,,資材,力鋼,224
2026/6/21,後段,14.35,141,27.24,,品保,東昇,184
2026/6/25,中段,3.7,,50.31,,品保,順發,183
6月1日,後段,50.79,147,83.09,已回報,製造,大宏,105
0722,中段,95.75,166,87.17,待確認,營運,永利,196
2026/7/30,中段,77.35,,30.35,,品保,捷欣,155
6月9日,完成,80.81,,62.23,,研發,東昇,7
7月15日,後段,39.51,106,77.27,,品保,東昇,10
0606,中段,85.35,,55.97,,研發,大宏,23
7月24日,後段,18.49,61,11.32,,資材,力鋼,192
6月1日,前段,39.03,202,57.23,,品保,大宏,173
7月29日,完成,57.14,,16.0,,營運,大宏,90
0725,後段,51.27,240,65.62,,資材,力鋼,64
0728,前段,35.26,146,53.93,,製造,力鋼,30
7月4日,中段,29.33,163,57.51,,營運,永利,31
2026/7/15,中段,64.28,233,6.96,待確認,製造,大宏,223
0709,中段,56.2,,6.22,待確認,製造,順發,9
2026/7/27,完成,50.44,,61.9,,資材,力鋼,145
2026/6/29,前段,7.1,109,11.74,已回報,營運,力鋼,39
2026/6/6,中段,84.09,158,78.59,已回報,品保,捷欣,12
2026/6/3,前段,10.46,109,19.66,,研發,順發,111
6月3日,完成,39.3,213,4.0,,研發,順發,221
0630,中段,44.61,,16.97,已回報,製造,力鋼,9
0714,中段,10.96,143,80.52,已回報,資材,力鋼,119
2026/6/28,後段,68.27,13,94.73,,製造,東昇,81
0602,中段,31.18,79,44.68,,品保,捷欣,15
0718,中段,90.26,146,3.6,,製造,捷欣,179
2026/7/20,完成,56.24,,67.0,已回報,資材,永利,181
2026/6/1,完成,5.8,,22.89,已回報,品保,順發,224
2026/7/15,前段,53.18,125,34.48,已回報,研發,東昇,39
7月13日,完成,19.63,,86.25,待確認,製造,力鋼,49
0715,完成,32.62,122,85.57,已回報,製造,力鋼,55
0628,完成,76.51,,88.63,,製造,東昇,152
6月17日,完成,91.42,210,62.2,,研發,捷欣,179
6月3日,後段,33.61,194,53.72,已回報,研發,大宏,1
7月19日,後段,38.53,74,5.8,已回報,營運,捷欣,48
0628,前段,41.58,62,14.8,,製造,捷欣,52
2026/6/25,完成,19.47,,53.91,,研發,大宏,220
2026/6/25,前段,86.44,,48.82,待確認,資材,東昇,136
2026/6/24,前段,67.06,132,77.49,已回報,研發,順發,195
7月7日,前段,81.38,174,89.55,待確認,品保,捷欣,72
7月7日,中段,39.86,21,32.01,,資材,永利,132
2026/7/14,完成,87.47,165,70.18,,研發,永利,208
7月7日,後段,8.63,152,97.86,,品保,永利,237
7月7日,完成,56.62,156,51.6,,營運,捷欣,233
7月1日,後段,3.29,62,76.09,,研發,順發,121
0629,後段,28.81,,40.54,待確認,資材,捷欣,39
0730,中段,87.06,174,75.07,,研發,力鋼,179
0717,後段,28.03,34,77.21,待確認,營運,順發,20
2026/6/10,完成,49.49,153,84.56,已回報,研發,順發,169
0629,後段,97.81,88,20.34,,製造,捷欣,214
2026/6/6,完成,45.26,214,63.36,,製造,大宏,2
7月11日,中段,30.22,,8.46,已回報,研發,東昇,150
0617,後段,5.32,172,25.73,,品保,力鋼,33
7月26日,中段,81.57,60,2.45,,製造,力鋼,6
6月13日,中段,24.63,,91.35,已回報,製造,力鋼,123
2026/7/28,後段,1.29,9,4.84,,營運,順發,135
6月25日,後段,65.67,175,6.06,,資材,捷欣,209
0629,完成,87.67,233,58.59,,資材,力鋼,180
0706,前段,3.9,,69.94,已回報,資材,永利,93
6月12日,完成,73.52,74,30.56,,資材,力鋼,70
2026/6/23,中段,83.04,,74.4,,品保,力鋼,23
2026/7/1,中段,60.11,206,97.55,,研發,順發,147
2026/7/18,完成,89.45,,17.37,待確認,資材,東昇,199
2026/7/7,中段,57.77,162,71.1,已回報,資材,順發,82
0706,完成,62.06,198,51.55,,研發,大宏,29
2026/6/23,後段,18.17,49,67.71,,品保,東昇,173
2026/6/20,前段,1.69,139,8.7,,研發,永利,95
0717,後段,16.51,137,10.65,,研發,大宏,68
2026/6/8,後段,45.38,235,58.0,已回報,品保,大宏,165
2026/6/10,中段,43.49,,38.82,,品保,大宏,119
2026/7/7,後段,47.0,,93.86,,製造,大宏,213
7月13日,前段,63.86,175,86.22,,資材,捷欣,29
0607,後段,7.14,134,96.92,待確認,品保,捷欣,177
2026/6/29,後段,13.8,154,20.6,待確認,研發,力鋼,92
0726,中段,77.11,,26.26,,營運,東昇,28
2026/6/25,中段,1518.0,115,14.33,,品保,大宏,85
2026/6/25,完成,38.46,,76.32,,製造,永利,35
7月12日,前段,91.22,,53.48,待確認,營運,永利,214
6月11日,後段,88.3,49,37.0,,資材,力鋼,39
2026/6/17,前段,18.01,222,86.13,待確認,製造,捷欣,199
0727,完成,74.43,,10.14,,製造,順發,196
2026/6/28,中段,1.78,,64.41,,資材,大宏,143
7月24日,完成,70.68,,37.37,,營運,大宏,197
7月1日,完成,91.66,77,58.67,,研發,捷欣,12
7月8日,後段,95.1,131,91.13,已回報,研發,東昇,185
0729,後段,25.54,58,93.46,待確認,資材,順發,39
0607,前段,47.87,212,43.32,,研發,永利,57
0704,中段,42.03,230,87.24,已回報,製造,永利,140
2026/6/8,前段,9.72,192,61.35,,資材,東昇,89
0624,完成,30.44,,76.32,已回報,資材,力鋼,73
2026/6/11,前段,28.59,21,96.39,,品保,力鋼,38
2026/6/21,前段,42.28,,17.51,,製造,大宏,237
6月6日,前段,53.72,225,6.18,,製造,東昇,136
2026/7/25,中段,46.9,222,40.01,待確認,製造,捷欣,94
2026/6/13,完成,72.39,181,75.71,待確認,品保,東昇,140
0702,中段,46.12,86,18.43,,營運,力鋼,23
2026/7/7,後段,89.92,20,66.73,,營運,力鋼,137
6月25日,前段,81.74,132,27.17,待確認,研發,永利,149
0609,中段,53.24,94,4.09,已回報,營運,大宏,147
7月10日,前段,9.89,56,66.52,,資材,大宏,206
7月6日,後段,81.89,21,11.6,已回報,研發,大宏,93
0709,完成,48.9,14,53.22,已回報,研發,捷欣,74
7月10日,前段,66.16,,56.02,已回報,製造,順發,180
6月19日,前段,38.64,104,11.95,待確認,品保,力鋼,76
6月26日,完成,66.41,,23.49,,研發,順發,209
7月22日,中段,35.4,,16.26,,品保,力鋼,212
7月18日,中段,9.37,166,26.1,已回報,研發,永利,203
0622,後段,36.73,,64.42,,製造,大宏,84
2026/6/9,前段,64.73,195,47.0,,資材,大宏,118
7月24日,完成,8495.0,,56.45,,資材,力鋼,95
2026/7/10,後段,23.49,,29.2,,研發,順發,218
7月25日,後段,12.18,48,2.52,,製造,永利,231
2026/7/25,前段,93.93,94,61.8,待確認,製造,順發,62
7月25日,完成,41.44,188,36.46,,製造,大宏,56
2026/7/23,中段,45.6,130,78.81,,營運,大宏,235
6月23日,前段,52.21,,34.16,已回報,製造,東昇,8
2026/6/17,前段,69.74,140,46.73,,品保,大宏,117
6月4日,前段,2.07,225,49.72,待確認,製造,東昇,150
6月22日,前段,69.53,51,85.15,待確認,營運,大宏,141
7月26日,前段,5.85,235,36.65,,品保,大宏,108
2026/6/14,中段,83.22,178,71.72,,研發,大宏,44
7月14日,完成,60.28,233,34.4,,資材,捷欣,124
0604,前段,59.09,220,33.17,,製造,順發,98
6月18日,後段,45.4,226,21.72,待確認,研發,永利,125
6月7日,後段,42.43,157,58.07,,資材,力鋼,180
2026/6/6,前段,13.46,64,83.61,,品保,順發,39
6月13日,中段,51.47,,54.59,已回報,製造,東昇,239
0715,中段,92.94,193,30.97,,研發,大宏,53
2026/6/6,完成,65.97,87,37.65,,資材,力鋼,149
6月15日,前段,27.66,,8.09,,資材,大宏,232
2026/7/15,中段,5.62,187,73.77,已回報,營運,永利,185
7月23日,後段,93.2,,20.6,已回報,營運,捷欣,116
2026/7/14,後段,32.84,143,71.54,,研發,順發,5
6月7日,前段,35.26,,6.34,,品保,大宏,181
6月22日,後段,24.13,123,50.63,,營運,永利,68
0730,完成,11.82,228,26.71,,營運,順發,218
2026/6/29,中段,25.06,192,24.9,,資材,捷欣,147
2026/6/5,後段,76.88,103,11.78,已回報,研發,捷欣,192
7月2日,完成,4.01,184,38.97,待確認,製造,順發,143
6月24日,後段,87.98,26,82.68,,品保,永利,219
7月24日,後段,65.96,53,4.87,,品保,力鋼,215
6月30日,後段,15.16,97,79.16,,品保,順發,193
0616,中段,68.96,129,76.99,已回報,研發,順發,147
2026/6/4,中段,86.44,,6.69,,研發,永利,174
6月16日,前段,35.03,68,52.43,,品保,力鋼,141
0712,中段,38.15,,79.59,,營運,大宏,193
0718,完成,59.54,123,55.65,,研發,捷欣,89
7月6日,中段,59.25,181,34.47,,營運,捷欣,226
7月4日,完成,64.01,36,53.14,,資材,力鋼,208
0625,後段,18.79,,78.43,待確認,製造,順發,210
0609,中段,86.82,127,88.59,,研發,力鋼,24
2026/7/20,完成,1.42,55,14.56,已回報,資材,順發,7
0626,後段,52.92,49,20.3,,資材,東昇,122
2026/7/12,前段,31.03,,55.22,,研發,捷欣,114
2026/6/7,中段,24.12,159,87.49,,製造,順發,2
6月16日,中段,39.96,,84.95,已回報,研發,力鋼,127
6月25日,完成,93.71,,28.0,,製造,順發,78
0610,前段,14.6,34,10.32,,製造,東昇,103
2026/6/10,中段,61.94,29,52.57,已回報,營運,捷欣,236
2026/7/7,中段,70.13,,3.5,待確認,製造,順發,239
2026/7/27,中段,94.74,,39.81,,營運,捷欣,204
6月29日,後段,7.08,101,19.14,,營運,大宏,148
0727,後段,17.98,201,26.67,,研發,東昇,37
0722,後段,3.92,,85.36,,品保,永利,94
2026/6/6,中段,67.19,,14.25,待確認,資材,力鋼,185
0727,完成,5.65,1,87.56,,研發,大宏,165
7月30日,後段,17.7,21,1.45,待確認,品保,順發,183
2026/7/23,中段,13.93,,91.75,,研發,捷欣,154
0605,完成,15.27,85,65.36,已回報,品保,東昇,136
2026/7/27,完成,28.58,164,0.52,,製造,捷欣,139
6月14日,中段,76.41,213,16.23,待確認,研發,順發,210
7月21日,後段,41.24,,89.0,已回報,研發,力鋼,215
0616,前段,70.84,97,61.39,,品保,捷欣,73
2026/7/14,中段,76.7,,17.48,待確認,研發,大宏,66
0707,後段,82.7,,36.98,待確認,資材,東昇,186
7月11日,後段,46.02,,50.93,待確認,資材,東昇,4
7月6日,後段,10.22,224,1.73,,營運,力鋼,149
6月11日,中段,44.39,8,9.52,已回報,資材,捷欣,114
6月19日,後段,95.76,115,82.08,,資材,捷欣,221
0616,中段,50.19,167,79.03,,營運,大宏,75
0713,後段,76.74,225,59.3,,品保,東昇,189
2026/6/26,後段,61.97,192,69.6,,營運,大宏,85
0628,前段,75.51,195,58.13,待確認,研發,永利,58
7月25日,完成,41.44,188,36.46,,製造,大宏,56
2026/6/1,後段,92.44,,4.2,,製造,力鋼,20
6月15日,後段,84.48,221,22.5,已回報,品保,捷欣,144
0718,前段,75.71,,16.46,已回報,營運,大宏,151
7月5日,完成,54.62,203,24.95,,營運,捷欣,125
2026/7/14,完成,86.81,68,57.26,待確認,營運,大宏,167
0719,前段,51.53,,26.95,,資材,東昇,164
7月8日,中段,79.99,215,60.26,,資材,力鋼,29
2026/7/17,前段,81.1,47,78.31,,製造,永利,148
2026/7/5,前段,61.7,209,41.52,,營運,捷欣,210
0610,完成,19.08,129,2.46,待確認,營運,捷欣,89
0711,完成,27.44,163,14.19,,品保,力鋼,105
2026/6/18,前段,45.39,101,20.48,,品保,順發,151
2026/7/12,前段,65.01,163,68.05,,營運,捷欣,68
6月2日,後段,5.32,234,74.64,已回報,資材,力鋼,119
2026/7/17,完成,1.56,,97.4,,品保,大宏,61
2026/6/7,中段,39.73,111,54.52,,研發,力鋼,6
6月18日,中段,40.29,170,43.95,待確認,研發,捷欣,5
0714,前段,90.73,,12.49,,研發,大宏,126
0606,後段,70.22,195,26.42,已回報,資材,永利,50
2026/6/6,中段,55.82,55,40.96,,製造,東昇,168
2026/7/21,中段,27.25,,34.16,,品保,捷欣,100
0608,前段,32.31,,6.21,已回報,營運,大宏,31
2026/6/13,後段,59.54,,66.85,,品保,東昇,218
7月7日,後段,75.96,,25.63,,研發,力鋼,166
0707,後段,19.87,198,26.97,,製造,永利,139
0627,中段,53.57,77,0.65,,製造,大宏,129
7月10日,中段,13.93,58,20.8,已回報,品保,永利,23
7月30日,完成,65.05,212,36.23,待確認,品保,大宏,205
6月20日,完成,70.27,,85.4,,營運,力鋼,20
2026/6/30,完成,56.1,182,7.99,,資材,捷欣,230
0703,前段,62.79,49,92.06,已回報,研發,東昇,135
2026/7/9,後段,55.87,163,1.61,已回報,營運,大宏,108
6月30日,前段,63.25,,50.88,待確認,製造,大宏,237
7月19日,中段,56.97,5,12.88,待確認,研發,捷欣,142
0708,前段,91.22,55,55.43,待確認,資材,力鋼,116
7月3日,完成,12.55,7,7.41,,品保,永利,187
0714,完成,80.79,,22.91,已回報,營運,力鋼,65
2026/6/16,後段,94.47,,65.01,已回報,營運,力鋼,150
0608,前段,66.8,120,63.31,,製造,力鋼,83
6月5日,中段,2.55,122,4.16,待確認,資材,捷欣,62
7月17日,前段,69.72,,52.92,已回報,資材,捷欣,12
2026/6/4,前段,21.59,101,44.15,已回報,製造,力鋼,225
0721,完成,93.34,151,22.58,,製造,東昇,40
2026/7/13,中段,94.26,118,65.05,,資材,大宏,186
0606,前段,22.19,174,81.09,,研發,東昇,15
2026/6/30,中段,86.85,226,95.53,已回報,製造,捷欣,162
7月18日,完成,67.55,,9.23,已回報,研發,順發,65
7月16日,中段,33.34,,45.06,,營運,大宏,4
0608,後段,1.31,234,75.8,待確認,研發,力鋼,148
2026/6/6,完成,81.54,204,49.22,,品保,捷欣,75
7月17日,中段,69.07,39,81.7,,製造,東昇,13
2026/6/7,前段,60.62,222,95.07,,製造,順發,144
6月3日,中段,66.44,174,82.38,,研發,捷欣,131
2026/6/19,完成,11.95,114,61.6,,製造,力鋼,170
0724,中段,2.29,,47.96,,營運,東昇,12
2026/6/22,完成,28.05,154,5.69,,研發,力鋼,174
2026/7/28,後段,36.63,146,85.85,,製造,順發,144
2026/6/10,中段,33.69,192,42.54,已回報,資材,永利,34
2026/6/16,中段,4.13,79,35.53,,營運,永利,141
0614,前段,35.94,217,19.94,待確認,製造,東昇,66
0726,完成,97.2,134,72.87,已回報,營運,力鋼,110
6月24日,完成,14.88,235,87.12,待確認,資材,永利,186
2026/6/28,中段,7.63,115,71.4,,製造,大宏,129
7月13日,後段,87.95,185,0.8,,製造,捷欣,162
7月5日,完成,85.2,201,64.13,,營運,捷欣,171
7月22日,中段,53.43,68,20.4,,研發,東昇,94
0721,後段,23.25,237,20.68,,資材,東昇,101
7月8日,後段,53.34,22,58.0,已回報,製造,捷欣,153
6月11日,完成,40.23,236,18.46,,研發,力鋼,228
2026/6/21,後段,63.77,,47.75,,資材,力鋼,154
2026/7/17,中段,21.81,180,0.5,,研發,東昇,121
7月7日,前段,19.49,107,60.27,,製造,捷欣,17
2026/7/4,中段,38.17,161,27.11,待確認,資材,永利,227
2026/7/9,後段,32.53,53,12.8,,營運,力鋼,170
6月28日,後段,43.1,210,27.81,,製造,永利,14
2026/6/27,後段,57.01,32,6.0,待確認,製造,永利,67
6月23日,前段,92.39,28,34.17,已回報,資材,力鋼,172
0707,後段,79.38,104,34.14,,資材,永利,207
6月4日,後段,21.8,122,92.2,,製造,東昇,109
0602,後段,93.58,,54.96,已回報,研發,東昇,201
2026/7/1,完成,78.63,209,82.19,,資材,東昇,194
6月6日,中段,80.24,,5.22,待確認,營運,大宏,99
0729,中段,70.2,,19.13,,製造,東昇,79
6月21日,前段,41.7,33,17.92,,資材,順發,44
6月21日,中段,40.83,,89.65,已回報,品保,捷欣,20
7月16日,完成,29.85,20,20.12,已回報,品保,永利,31
0702,後段,75.75,238,2.59,待確認,品保,力鋼,2
7月22日,前段,9.31,,35.27,待確認,研發,力鋼,150
2026/7/27,完成,59.5,138,48.03,,營運,順發,168
6月19日,後段,73.18,132,85.16,,研發,順發,240
7月19日,中段,49.0,200,86.27,,研發,捷欣,227
0715,中段,86.75,50,68.65,待確認,品保,力鋼,134
0717,前段,0.51,16,55.56,待確認,品保,大宏,99
0717,完成,96.34,121,39.1,已回報,研發,捷欣,199
2026/7/19,完成,64.63,151,34.86,,品保,力鋼,156
6月20日,前段,59.68,207,62.71,,營運,永利,106
0617,後段,92.67,180,55.69,,製造,捷欣,180
0615,前段,10.41,42,37.82,待確認,製造,東昇,235
0701,前段,71.5,44,59.85,待確認,資材,東昇,116
0612,後段,60.59,,7.02,,營運,大宏,53
7月17日,完成,86.42,22,64.08,,製造,順發,121
2026/6/12,中段,97.41,178,36.36,,製造,大宏,47
2026/6/22,前段,56.44,79,79.18,已回報,製造,順發,3
6月20日,完成,26.97,15,30.33,,資材,東昇,145
0727,中段,42.86,,97.59,已回報,製造,捷欣,199
0711,後段,37.78,134,72.75,,研發,大宏,232
6月15日,前段,67.4,223,47.96,已回報,製造,永利,36
6月20日,完成,51.51,103,70.29,,資材,力鋼,147
0721,完成,73.59,74,27.22,已回報,品保,東昇,229
0708,完成,30.79,130,22.41,,製造,順發,219
2026/6/17,前段,53.63,38,37.79,已回報,品保,東昇,80
6月6日,後段,36.36,,86.33,,品保,東昇,190
0730,後段,16.89,67,75.17,,研發,大宏,3
6月9日,後段,31.96,58,21.42,待確認,品保,順發,112
0704,中段,81.9,59,11.47,已回報,製造,大宏,230
0618,中段,25.78,153,62.01,,營運,東昇,193
2026/7/3,完成,21.6,79,13.31,待確認,營運,永利,91
0712,中段,91.69,109,27.64,,研發,大宏,55
2026/6/30,完成,30.57,191,33.78,,研發,永利,16
0716,完成,47.35,86,9.88,,品保,大宏,180
2026/6/6,完成,49.83,213,10.34,已回報,資材,捷欣,102
0730,中段,45.6,,51.88,已回報,營運,東昇,232
6月23日,完成,39.98,105,36.15,已回報,研發,東昇,165
2026/6/9,後段,56.29,,22.67,,研發,順發,223
2026/7/9,後段,58.42,,57.93,待確認,品保,大宏,31
7月13日,完成,60.04,,41.16,待確認,研發,大宏,134
6月11日,完成,83.19,,7.62,,研發,順發,26
0718,中段,89.19,,41.92,已回報,營運,力鋼,151
0720,前段,44.43,,92.71,,資材,東昇,129
2026/6/12,前段,40.9,186,38.09,,營運,順發,151
0628,後段,25.12,90,10.49,,品保,捷欣,73
7月16日,前段,33.38,,21.99,,品保,東昇,35
6月17日,前段,38.78,,96.32,待確認,品保,力鋼,120
7月27日,前段,65.26,,48.76,,品保,永利,83
0714,完成,38.23,93,76.28,待確認,營運,力鋼,11
0602,完成,38.42,234,85.96,,研發,大宏,1
0625,完成,29.31,,49.34,,營運,永利,184
0720,完成,21.25,50,56.56,,品保,東昇,78
0619,中段,16.48,114,86.73,,資材,力鋼,223
2026/6/13,完成,19.39,178,79.0,,資材,順發,176
0704,後段,27.86,214,36.24,,營運,捷欣,158
0603,中段,20.67,144,74.66,,資材,永利,193
7月25日,後段,9.21,99,49.85,,研發,東昇,25
0626,前段,5.12,111,87.95,,製造,大宏,83
0713,前段,52.28,77,7.43,,製造,永利,160
2026/7/26,後段,34.95,96,94.42,,營運,捷欣,143
2026/7/23,前段,75.19,7,45.26,已回報,資材,捷欣,58
7月27日,中段,64.48,,7.99,,營運,捷欣,19
0718,完成,33.37,,26.81,已回報,營運,捷欣,71
7月29日,前段,28.89,210,78.27,,資材,捷欣,215
2026/7/12,前段,64.92,89,66.33,待確認,品保,東昇,212
2026/6/2,完成,80.95,41,88.28,,製造,永利,192
2026/6/4,中段,77.88,91,42.58,,研發,捷欣,196
6月30日,中段,45.02,,21.85,待確認,品保,大宏,68
7月30日,中段,33.97,165,55.25,,製造,順發,166
7月21日,後段,34.42,128,14.68,,製造,大宏,56
2026/6/11,中段,87.95,192,46.73,,資材,力鋼,185
2026/7/19,中段,84.72,142,42.79,,研發,順發,160
2026/7/30,前段,39.34,,48.95,,資材,東昇,134
2026/7/11,中段,76.46,,24.06,已回報,製造,順發,90
0607,完成,35.76,179,60.78,,營運,東昇,236
7月5日,中段,60.26,,5.97,,研發,東昇,198
6月3日,完成,58.03,,3.08,待確認,品保,永利,148
0618,中段,59.8,71,45.52,待確認,製造,永利,234
6月28日,完成,61.24,169,89.64,,製造,大宏,171
2026/7/25,前段,92.47,85,49.23,,營運,力鋼,158
0719,前段,80.13,,32.8,待確認,研發,東昇,57
0624,後段,80.22,117,93.61,,資材,東昇,136
2026/7/19,完成,39.12,122,57.22,已回報,資材,力鋼,44
2026/6/3,完成,90.09,52,27.97,,資材,永利,240
2026/6/2,完成,92.18,49,38.28,,營運,東昇,15
2026/6/2,完成,51.6,171,52.53,,研發,永利,208
2026/7/17,前段,19.76,26,53.37,,營運,永利,128
2026/7/1,中段,37.31,224,75.8,,資材,東昇,203
2026/6/15,中段,59.13,29,18.76,,製造,捷欣,95
0715,完成,54.37,,38.72,,研發,順發,140
2026/6/24,完成,14.11,,72.08,,品保,捷欣,44
7月11日,前段,45.01,144,36.27,待確認,製造,順發,189
6月27日,前段,46.65,215,39.84,待確認,製造,大宏,101
6月4日,完成,52.28,187,92.19,已回報,營運,大宏,42
2026/7/28,完成,34.55,82,9.19,待確認,營運,順發,22
0626,完成,74.49,94,89.05,,營運,永利,1
2026/6/17,前段,36.55,94,65.77,,營運,力鋼,207
7月9日,前段,79.28,17,58.49,,營運,大宏,26
2026/7/16,完成,82.73,,60.35,,營運,永利,213
7月12日,中段,70.56,114,91.79,,營運,大宏,46
0704,前段,39.12,,63.26,,製造,永利,94
0614,後段,80.03,199,15.07,待確認,製造,順發,233
2026/7/24,中段,44.17,22,61.5,,研發,順發,128
7月24日,前段,56.28,54,83.25,,製造,力鋼,99
2026/7/26,前段,84.69,182,80.94,,資材,大宏,51
0719,前段,46.42,3,73.97,,資材,永利,53
6月26日,前段,24.87,68,53.76,已回報,營運,永利,103
0619,後段,23.1,,47.42,,研發,永利,75
7月7日,中段,18.66,,47.03,,研發,順發,238
2026/6/25,後段,5.77,144,56.03,,研發,大宏,214
7月1日,後段,52.77,154,13.27,待確認,品保,東昇,12
2026/6/22,中段,79.3,135,11.04,待確認,品保,大宏,173
2026/7/30,後段,79.69,189,82.65,待確認,品保,順發,141
6月11日,完成,56.68,24,65.63,,研發,永利,223
2026/7/15,後段,80.84,71,27.0,,資材,順發,137
7月16日,完成,3.83,37,74.73,,研發,順發,74
6月14日,後段,30.61,25,34.6,待確認,品保,捷欣,219
7月18日,前段,8.56,162,64.84,,品保,順發,124
0606,後段,11.15,126,31.54,已回報,研發,力鋼,31
2026/6/13,完成,58.95,115,13.79,待確認,製造,捷欣,111
6月27日,完成,6.44,111,35.3,,研發,大宏,170
6月8日,完成,10.33,23,56.68,,品保,順發,25
2026/6/4,前段,49.15,111,37.14,,研發,永利,75
0613,後段,38.34,,32.29,,研發,永利,38
0615,前段,38.66,,21.01,,資材,捷欣,46
2026/7/17,中段,28.44,202,68.84,,製造,永利,2
2026/7/7,中段,37.72,,37.22,,資材,順發,121
0601,完成,28.24,133,59.72,待確認,資材,大宏,73
6月6日,完成,74.08,177,34.69,,製造,大宏,213
2026/7/6,完成,33.9,67,30.75,待確認,製造,大宏,90
2026/7/16,前段,95.32,,77.48,,研發,順發,218
6月14日,完成,40.88,,50.49,已回報,研發,順發,230
2026/6/27,中段,0.22,122,64.93,,製造,大宏,203
0612,前段,22.6,203,82.77,,品保,力鋼,229
0726,後段,93.14,,80.49,,研發,力鋼,66
0604,後段,78.42,,16.21,,資材,順發,202
2026/6/8,後段,87.91,154,2.39,,品保,大宏,29
0701,後段,17.61,188,77.43,,製造,力鋼,156
0609,後段,54.51,,96.94,,品保,捷欣,115
2026/6/17,前段,11.04,133,0.75,,研發,順發,193
0730,完成,39.63,64,26.16,待確認,研發,捷欣,157
6月12日,完成,20.52,,52.51,待確認,營運,東昇,97
2026/6/9,完成,51.43,,93.74,,製造,東昇,15
0627,後段,67.33,,51.49,,製造,順發,192
6月24日,前段,32.38,57,12.31,,品保,東昇,177
6月17日,中段,61.34,80,58.2,,營運,力鋼,120
0723,後段,20.81,,39.77,待確認,營運,捷欣,88
7月6日,後段,20.66,77,44.62,,營運,大宏,40
2026/7/22,完成,84.81,74,57.13,待確認,研發,永利,50
0724,前段,93.39,16,69.3,已回報,製造,順發,82
0616,完成,13.98,227,92.68,,製造,東昇,161
2026/6/30,中段,53.5,122,11.74,,研發,東昇,30
7月19日,中段,13.89,53,41.77,待確認,營運,永利,160
0601,完成,77.03,190,55.38,待確認,品保,東昇,61
2026/7/13,後段,67.92,152,14.79,,研發,永利,51
0606,前段,61.93,164,88.34,,研發,永利,123
6月20日,後段,25.6,131,89.15,,研發,力鋼,187
0704,中段,21.78,54,52.89,,品保,大宏,21
2026/7/22,完成,54.13,181,40.84,待確認,營運,大宏,141
2026/6/22,後段,28.92,112,86.41,已回報,品保,捷欣,60
2026/6/17,後段,41.36,203,34.72,待確認,品保,力鋼,37
2026/7/30,中段,42.42,5,1.74,,資材,大宏,199
0727,中段,67.73,18,62.64,,研發,東昇,71
6月10日,完成,28.61,155,3.98,待確認,研發,捷欣,168
0715,後段,81.69,129,30.2,,品保,東昇,155
2026/7/16,前段,6.98,177,12.91,已回報,製造,順發,111
2026/6/6,中段,0.8,139,36.62,,資材,順發,165
0619,中段,1.0,77,22.23,已回報,製造,東昇,6
7月24日,完成,71.57,234,5.05,,研發,捷欣,227
0716,完成,77.8,117,56.15,,研發,東昇,86
2026/6/13,中段,57.25,65,80.81,已回報,研發,順發,217
7月26日,中段,56.39,192,90.31,,品保,捷欣,43
6月2日,完成,69.12,221,20.34,已回報,營運,捷欣,227
0621,後段,52.51,,37.63,,製造,永利,194
6月9日,完成,73.02,148,54.01,,品保,大宏,61
2026/7/2,前段,84.44,,62.99,已回報,研發,力鋼,133
6月21日,完成,46.04,46,20.97,待確認,製造,東昇,3
2026/6/5,中段,97.13,199,29.45,已回報,製造,捷欣,166
7月19日,後段,38.51,,93.13,待確認,製造,東昇,43
2026/6/22,後段,56.07,183,87.5,,品保,捷欣,146
6月4日,後段,82.36,69,15.92,,品保,東昇,74
6月27日,完成,71.6,,15.47,待確認,資材,永利,123
2026/6/2,完成,65.75,2,54.23,待確認,研發,順發,186
6月22日,中段,50.42,,33.97,待確認,營運,大宏,26
2026/6/2,後段,91.36,93,33.74,,製造,順發,141
0627,後段,91.87,,75.05,,研發,東昇,70
0724,完成,5.36,148,34.3,,品保,捷欣,108
2026/7/25,中段,44.02,86,78.38,待確認,品保,東昇,174
